Latitude,Longitude,departement,Phénomène,Couleur
43.263086086776866,-0.42979580141673246,Pyrénées-Atlantiques,vent,green
43.263086086776866,-0.42979580141673246,Pyrénées-Atlantiques,crues,green
43.263086086776866,-0.42979580141673246,Pyrénées-Atlantiques,orages,green
43.263086086776866,-0.42979580141673246,Pyrénées-Atlantiques,pluie,green
43.263086086776866,-0.42979580141673246,Pyrénées-Atlantiques,neige/verglas,green
43.263086086776866,-0.42979580141673246,Pyrénées-Atlantiques,canicule,green
45.710296940001086,3.780879770054594,Puy-de-Dôme,vent,green
45.710296940001086,3.780879770054594,Puy-de-Dôme,crues,green
45.710296940001086,3.780879770054594,Puy-de-Dôme,orages,yellow
45.710296940001086,3.780879770054594,Puy-de-Dôme,orages,green
45.710296940001086,3.780879770054594,Puy-de-Dôme,pluie,green
45.710296940001086,3.780879770054594,Puy-de-Dôme,neige/verglas,green
45.710296940001086,3.780879770054594,Puy-de-Dôme,canicule,green
44.3898046996142,6.8399424557335164,Alpes-de-Haute-Provence,vent,green
44.3898046996142,6.8399424557335164,Alpes-de-Haute-Provence,crues,green
44.3898046996142,6.8399424557335164,Alpes-de-Haute-Provence,orages,green
44.3898046996142,6.8399424557335164,Alpes-de-Haute-Provence,pluie,green
44.3898046996142,6.8399424557335164,Alpes-de-Haute-Provence,neige/verglas,green
44.3898046996142,6.8399424557335164,Alpes-de-Haute-Provence,canicule,green
43.01494798846005,1.672976593982204,Ariège,vent,green
43.01494798846005,1.672976593982204,Ariège,crues,green
43.01494798846005,1.672976593982204,Ariège,orages,green
43.01494798846005,1.672976593982204,Ariège,pluie,green
43.01494798846005,1.672976593982204,Ariège,neige/verglas,green
43.01494798846005,1.672976593982204,Ariège,canicule,green
45.087834732817385,4.461383453171744,Ardèche,vent,green
45.087834732817385,4.461383453171744,Ardèche,crues,green
45.087834732817385,4.461383453171744,Ardèche,orages,green
45.087834732817385,4.461383453171744,Ardèche,pluie,green
45.087834732817385,4.461383453171744,Ardèche,neige/verglas,green
45.087834732817385,4.461383453171744,Ardèche,canicule,green
48.31236997735001,3.143286793609966,Yonne,vent,green
48.31236997735001,3.143286793609966,Yonne,crues,green
48.31236997735001,3.143286793609966,Yonne,orages,green
48.31236997735001,3.143286793609966,Yonne,pluie,green
48.31236997735001,3.143286793609966,Yonne,neige/verglas,green
48.31236997735001,3.143286793609966,Yonne,canicule,green
46.82927457941793,3.4856924695461613,Nièvre,vent,green
46.82927457941793,3.4856924695461613,Nièvre,crues,green
46.82927457941793,3.4856924695461613,Nièvre,orages,green
46.82927457941793,3.4856924695461613,Nièvre,pluie,green
46.82927457941793,3.4856924695461613,Nièvre,neige/verglas,green
46.82927457941793,3.4856924695461613,Nièvre,canicule,green
48.30334260965795,4.414103430941176,Aube,vent,green
48.30334260965795,4.414103430941176,Aube,crues,green
48.30334260965795,4.414103430941176,Aube,orages,green
48.30334260965795,4.414103430941176,Aube,pluie,green
48.30334260965795,4.414103430941176,Aube,neige/verglas,green
48.30334260965795,4.414103430941176,Aube,canicule,green
48.96670714098385,1.8527854227344767,Yvelines,vent,green
48.96670714098385,1.8527854227344767,Yvelines,crues,green
48.96670714098385,1.8527854227344767,Yvelines,orages,green
48.96670714098385,1.8527854227344767,Yvelines,pluie,green
48.96670714098385,1.8527854227344767,Yvelines,neige/verglas,green
48.96670714098385,1.8527854227344767,Yvelines,canicule,green
47.34253637584816,-1.302409752384036,Loire-Atlantique,vent,green
47.34253637584816,-1.302409752384036,Loire-Atlantique,crues,green
47.34253637584816,-1.302409752384036,Loire-Atlantique,orages,yellow
47.34253637584816,-1.302409752384036,Loire-Atlantique,orages,green
47.34253637584816,-1.302409752384036,Loire-Atlantique,pluie,green
47.34253637584816,-1.302409752384036,Loire-Atlantique,neige/verglas,green
47.34253637584816,-1.302409752384036,Loire-Atlantique,canicule,green
43.31617762754781,2.2861482704919656,Aude,vent,green
43.31617762754781,2.2861482704919656,Aude,crues,green
43.31617762754781,2.2861482704919656,Aude,orages,green
43.31617762754781,2.2861482704919656,Aude,pluie,green
43.31617762754781,2.2861482704919656,Aude,neige/verglas,green
43.31617762754781,2.2861482704919656,Aude,canicule,green
48.01761304434934,4.9134523784046324,Haute-Marne,vent,green
48.01761304434934,4.9134523784046324,Haute-Marne,crues,green
48.01761304434934,4.9134523784046324,Haute-Marne,orages,green
48.01761304434934,4.9134523784046324,Haute-Marne,pluie,green
48.01761304434934,4.9134523784046324,Haute-Marne,neige/verglas,green
48.01761304434934,4.9134523784046324,Haute-Marne,canicule,green
44.521111995209104,2.7150889351841743,Aveyron,vent,green
44.521111995209104,2.7150889351841743,Aveyron,crues,green
44.521111995209104,2.7150889351841743,Aveyron,orages,yellow
44.521111995209104,2.7150889351841743,Aveyron,orages,green
44.521111995209104,2.7150889351841743,Aveyron,pluie,green
44.521111995209104,2.7150889351841743,Aveyron,neige/verglas,green
44.521111995209104,2.7150889351841743,Aveyron,canicule,green
45.517070721129315,2.7485153018293973,Puy-de-Dôme,vent,green
45.517070721129315,2.7485153018293973,Puy-de-Dôme,crues,green
45.517070721129315,2.7485153018293973,Puy-de-Dôme,orages,yellow
45.517070721129315,2.7485153018293973,Puy-de-Dôme,orages,green
45.517070721129315,2.7485153018293973,Puy-de-Dôme,pluie,green
45.517070721129315,2.7485153018293973,Puy-de-Dôme,neige/verglas,green
45.517070721129315,2.7485153018293973,Puy-de-Dôme,canicule,green
46.694726708736695,3.5669182051756634,Allier,vent,green
46.694726708736695,3.5669182051756634,Allier,crues,green
46.694726708736695,3.5669182051756634,Allier,orages,yellow
46.694726708736695,3.5669182051756634,Allier,orages,green
46.694726708736695,3.5669182051756634,Allier,pluie,green
46.694726708736695,3.5669182051756634,Allier,neige/verglas,green
46.694726708736695,3.5669182051756634,Allier,canicule,green
45.831749058011894,1.6337454581388258,Haute-Vienne,vent,green
45.831749058011894,1.6337454581388258,Haute-Vienne,crues,green
45.831749058011894,1.6337454581388258,Haute-Vienne,orages,yellow
45.831749058011894,1.6337454581388258,Haute-Vienne,orages,green
45.831749058011894,1.6337454581388258,Haute-Vienne,pluie,green
45.831749058011894,1.6337454581388258,Haute-Vienne,neige/verglas,green
45.831749058011894,1.6337454581388258,Haute-Vienne,canicule,green
47.57761501488607,3.520765841556744,Yonne,vent,green
47.57761501488607,3.520765841556744,Yonne,crues,green
47.57761501488607,3.520765841556744,Yonne,orages,green
47.57761501488607,3.520765841556744,Yonne,pluie,green
47.57761501488607,3.520765841556744,Yonne,neige/verglas,green
47.57761501488607,3.520765841556744,Yonne,canicule,green
42.608796531848995,1.9048795546290611,Pyrénées-Orientales,vent,green
42.608796531848995,1.9048795546290611,Pyrénées-Orientales,crues,green
42.608796531848995,1.9048795546290611,Pyrénées-Orientales,orages,green
42.608796531848995,1.9048795546290611,Pyrénées-Orientales,pluie,green
42.608796531848995,1.9048795546290611,Pyrénées-Orientales,neige/verglas,green
42.608796531848995,1.9048795546290611,Pyrénées-Orientales,canicule,green
43.60006043579035,6.73363838624392,Var,vent,green
43.60006043579035,6.73363838624392,Var,crues,green
43.60006043579035,6.73363838624392,Var,orages,yellow
43.60006043579035,6.73363838624392,Var,orages,green
43.60006043579035,6.73363838624392,Var,pluie,green
43.60006043579035,6.73363838624392,Var,neige/verglas,green
43.60006043579035,6.73363838624392,Var,canicule,green
44.64888748963563,1.214081555324526,Lot,vent,green
44.64888748963563,1.214081555324526,Lot,crues,green
44.64888748963563,1.214081555324526,Lot,orages,green
44.64888748963563,1.214081555324526,Lot,pluie,green
44.64888748963563,1.214081555324526,Lot,neige/verglas,green
44.64888748963563,1.214081555324526,Lot,canicule,green
47.007557395469526,-1.8956763010885576,Loire-Atlantique,vent,green
47.007557395469526,-1.8956763010885576,Loire-Atlantique,crues,green
47.007557395469526,-1.8956763010885576,Loire-Atlantique,orages,yellow
47.007557395469526,-1.8956763010885576,Loire-Atlantique,orages,green
47.007557395469526,-1.8956763010885576,Loire-Atlantique,pluie,green
47.007557395469526,-1.8956763010885576,Loire-Atlantique,neige/verglas,green
47.007557395469526,-1.8956763010885576,Loire-Atlantique,canicule,green
49.07442247971683,6.484239660179813,Moselle,vent,green
49.07442247971683,6.484239660179813,Moselle,crues,green
49.07442247971683,6.484239660179813,Moselle,orages,green
49.07442247971683,6.484239660179813,Moselle,pluie,green
49.07442247971683,6.484239660179813,Moselle,neige/verglas,green
49.07442247971683,6.484239660179813,Moselle,canicule,green
45.69439207090326,3.01355654333761,Puy-de-Dôme,vent,green
45.69439207090326,3.01355654333761,Puy-de-Dôme,crues,green
45.69439207090326,3.01355654333761,Puy-de-Dôme,orages,yellow
45.69439207090326,3.01355654333761,Puy-de-Dôme,orages,green
45.69439207090326,3.01355654333761,Puy-de-Dôme,pluie,green
45.69439207090326,3.01355654333761,Puy-de-Dôme,neige/verglas,green
45.69439207090326,3.01355654333761,Puy-de-Dôme,canicule,green
48.20740523610085,1.805643937005721,Eure-et-Loir,vent,green
48.20740523610085,1.805643937005721,Eure-et-Loir,crues,green
48.20740523610085,1.805643937005721,Eure-et-Loir,orages,green
48.20740523610085,1.805643937005721,Eure-et-Loir,pluie,green
48.20740523610085,1.805643937005721,Eure-et-Loir,neige/verglas,green
48.20740523610085,1.805643937005721,Eure-et-Loir,canicule,green
45.47985919270508,1.0300273211785127,Dordogne,vent,green
45.47985919270508,1.0300273211785127,Dordogne,crues,green
45.47985919270508,1.0300273211785127,Dordogne,orages,green
45.47985919270508,1.0300273211785127,Dordogne,pluie,green
45.47985919270508,1.0300273211785127,Dordogne,neige/verglas,green
45.47985919270508,1.0300273211785127,Dordogne,canicule,green
50.691047951152235,2.9255975107963357,Nord,vent,green
50.691047951152235,2.9255975107963357,Nord,crues,green
50.691047951152235,2.9255975107963357,Nord,orages,green
50.691047951152235,2.9255975107963357,Nord,pluie,green
50.691047951152235,2.9255975107963357,Nord,neige/verglas,green
50.691047951152235,2.9255975107963357,Nord,canicule,green
46.73582585513931,-0.45185911451828176,Deux-Sèvres,vent,green
46.73582585513931,-0.45185911451828176,Deux-Sèvres,crues,green
46.73582585513931,-0.45185911451828176,Deux-Sèvres,orages,yellow
46.73582585513931,-0.45185911451828176,Deux-Sèvres,orages,green
46.73582585513931,-0.45185911451828176,Deux-Sèvres,pluie,green
46.73582585513931,-0.45185911451828176,Deux-Sèvres,neige/verglas,green
46.73582585513931,-0.45185911451828176,Deux-Sèvres,canicule,green
43.47798143866256,-1.5296073848449572,Pyrénées-Atlantiques,vent,green
43.47798143866256,-1.5296073848449572,Pyrénées-Atlantiques,crues,green
43.47798143866256,-1.5296073848449572,Pyrénées-Atlantiques,orages,green
43.47798143866256,-1.5296073848449572,Pyrénées-Atlantiques,pluie,green
43.47798143866256,-1.5296073848449572,Pyrénées-Atlantiques,neige/verglas,green
43.47798143866256,-1.5296073848449572,Pyrénées-Atlantiques,canicule,green
46.18035834489374,6.305120619910814,Haute-Savoie,vent,green
46.18035834489374,6.305120619910814,Haute-Savoie,crues,green
46.18035834489374,6.305120619910814,Haute-Savoie,orages,green
46.18035834489374,6.305120619910814,Haute-Savoie,pluie,green
46.18035834489374,6.305120619910814,Haute-Savoie,neige/verglas,green
46.18035834489374,6.305120619910814,Haute-Savoie,canicule,green
48.611069832314755,6.841541407667548,Meurthe-et-Moselle,vent,green
48.611069832314755,6.841541407667548,Meurthe-et-Moselle,crues,green
48.611069832314755,6.841541407667548,Meurthe-et-Moselle,orages,green
48.611069832314755,6.841541407667548,Meurthe-et-Moselle,pluie,green
48.611069832314755,6.841541407667548,Meurthe-et-Moselle,neige/verglas,green
48.611069832314755,6.841541407667548,Meurthe-et-Moselle,canicule,green
48.59682892672341,-1.6571861767863472,Ille-et-Vilaine,vent,green
48.59682892672341,-1.6571861767863472,Ille-et-Vilaine,crues,green
48.59682892672341,-1.6571861767863472,Ille-et-Vilaine,orages,green
48.59682892672341,-1.6571861767863472,Ille-et-Vilaine,pluie,green
48.59682892672341,-1.6571861767863472,Ille-et-Vilaine,neige/verglas,green
48.59682892672341,-1.6571861767863472,Ille-et-Vilaine,canicule,green
47.224051308587,3.4505772508217065,Nièvre,vent,green
47.224051308587,3.4505772508217065,Nièvre,crues,green
47.224051308587,3.4505772508217065,Nièvre,orages,green
47.224051308587,3.4505772508217065,Nièvre,pluie,green
47.224051308587,3.4505772508217065,Nièvre,neige/verglas,green
47.224051308587,3.4505772508217065,Nièvre,canicule,green
43.84110978782539,6.717527253325591,Alpes-Maritimes,vent,green
43.84110978782539,6.717527253325591,Alpes-Maritimes,crues,green
43.84110978782539,6.717527253325591,Alpes-Maritimes,orages,yellow
43.84110978782539,6.717527253325591,Alpes-Maritimes,orages,green
43.84110978782539,6.717527253325591,Alpes-Maritimes,pluie,green
43.84110978782539,6.717527253325591,Alpes-Maritimes,neige/verglas,green
43.84110978782539,6.717527253325591,Alpes-Maritimes,canicule,green
45.818856205938474,1.0137609095968632,Haute-Vienne,vent,green
45.818856205938474,1.0137609095968632,Haute-Vienne,crues,green
45.818856205938474,1.0137609095968632,Haute-Vienne,orages,yellow
45.818856205938474,1.0137609095968632,Haute-Vienne,orages,green
45.818856205938474,1.0137609095968632,Haute-Vienne,pluie,green
45.818856205938474,1.0137609095968632,Haute-Vienne,neige/verglas,green
45.818856205938474,1.0137609095968632,Haute-Vienne,canicule,green
46.71585242471264,2.6393344110565424,Cher,vent,green
46.71585242471264,2.6393344110565424,Cher,crues,green
46.71585242471264,2.6393344110565424,Cher,orages,yellow
46.71585242471264,2.6393344110565424,Cher,orages,green
46.71585242471264,2.6393344110565424,Cher,pluie,green
46.71585242471264,2.6393344110565424,Cher,neige/verglas,green
46.71585242471264,2.6393344110565424,Cher,canicule,green
50.15862474244184,3.1877446342793503,Nord,vent,green
50.15862474244184,3.1877446342793503,Nord,crues,green
50.15862474244184,3.1877446342793503,Nord,orages,green
50.15862474244184,3.1877446342793503,Nord,pluie,green
50.15862474244184,3.1877446342793503,Nord,neige/verglas,green
50.15862474244184,3.1877446342793503,Nord,canicule,green
49.29280523003951,0.08564199967991026,Calvados,vent,green
49.29280523003951,0.08564199967991026,Calvados,crues,green
49.29280523003951,0.08564199967991026,Calvados,orages,green
49.29280523003951,0.08564199967991026,Calvados,pluie,green
49.29280523003951,0.08564199967991026,Calvados,neige/verglas,green
49.29280523003951,0.08564199967991026,Calvados,canicule,green
47.00192099692037,2.7700909495790027,Cher,vent,green
47.00192099692037,2.7700909495790027,Cher,crues,green
47.00192099692037,2.7700909495790027,Cher,orages,yellow
47.00192099692037,2.7700909495790027,Cher,orages,green
47.00192099692037,2.7700909495790027,Cher,pluie,green
47.00192099692037,2.7700909495790027,Cher,neige/verglas,green
47.00192099692037,2.7700909495790027,Cher,canicule,green
43.894774937334105,2.982197292309384,Aveyron,vent,green
43.894774937334105,2.982197292309384,Aveyron,crues,green
43.894774937334105,2.982197292309384,Aveyron,orages,yellow
43.894774937334105,2.982197292309384,Aveyron,orages,green
43.894774937334105,2.982197292309384,Aveyron,pluie,green
43.894774937334105,2.982197292309384,Aveyron,neige/verglas,green
43.894774937334105,2.982197292309384,Aveyron,canicule,green
47.778605383608244,6.56170970215713,Haute-Saône,vent,green
47.778605383608244,6.56170970215713,Haute-Saône,crues,green
47.778605383608244,6.56170970215713,Haute-Saône,orages,green
47.778605383608244,6.56170970215713,Haute-Saône,pluie,green
47.778605383608244,6.56170970215713,Haute-Saône,neige/verglas,green
47.778605383608244,6.56170970215713,Haute-Saône,canicule,green
44.423697422299426,-0.3499759323082854,Gironde,vent,green
44.423697422299426,-0.3499759323082854,Gironde,crues,green
44.423697422299426,-0.3499759323082854,Gironde,orages,green
44.423697422299426,-0.3499759323082854,Gironde,pluie,green
44.423697422299426,-0.3499759323082854,Gironde,neige/verglas,green
44.423697422299426,-0.3499759323082854,Gironde,canicule,green
49.157565374084065,-1.4432474343406199,Manche,vent,green
49.157565374084065,-1.4432474343406199,Manche,crues,green
49.157565374084065,-1.4432474343406199,Manche,orages,green
49.157565374084065,-1.4432474343406199,Manche,pluie,green
49.157565374084065,-1.4432474343406199,Manche,neige/verglas,green
49.157565374084065,-1.4432474343406199,Manche,canicule,green
49.62681248666957,0.8665656109289053,Seine-Maritime,vent,green
49.62681248666957,0.8665656109289053,Seine-Maritime,crues,green
49.62681248666957,0.8665656109289053,Seine-Maritime,orages,green
49.62681248666957,0.8665656109289053,Seine-Maritime,pluie,green
49.62681248666957,0.8665656109289053,Seine-Maritime,neige/verglas,green
49.62681248666957,0.8665656109289053,Seine-Maritime,canicule,green
46.94128701491564,4.982081093167143,Saône-et-Loire,vent,green
46.94128701491564,4.982081093167143,Saône-et-Loire,crues,green
46.94128701491564,4.982081093167143,Saône-et-Loire,orages,green
46.94128701491564,4.982081093167143,Saône-et-Loire,pluie,green
46.94128701491564,4.982081093167143,Saône-et-Loire,neige/verglas,green
46.94128701491564,4.982081093167143,Saône-et-Loire,canicule,green
48.20164349634068,-3.6126223856129562,Finistère,vent,green
48.20164349634068,-3.6126223856129562,Finistère,crues,green
48.20164349634068,-3.6126223856129562,Finistère,orages,green
48.20164349634068,-3.6126223856129562,Finistère,pluie,green
48.20164349634068,-3.6126223856129562,Finistère,neige/verglas,green
48.20164349634068,-3.6126223856129562,Finistère,canicule,green
44.51514124196685,3.78581001324143,Lozère,vent,green
44.51514124196685,3.78581001324143,Lozère,crues,green
44.51514124196685,3.78581001324143,Lozère,orages,green
44.51514124196685,3.78581001324143,Lozère,pluie,green
44.51514124196685,3.78581001324143,Lozère,neige/verglas,green
44.51514124196685,3.78581001324143,Lozère,canicule,green
44.18090338800294,3.62973814094888,Lozère,vent,green
44.18090338800294,3.62973814094888,Lozère,crues,green
44.18090338800294,3.62973814094888,Lozère,orages,green
44.18090338800294,3.62973814094888,Lozère,pluie,green
44.18090338800294,3.62973814094888,Lozère,neige/verglas,green
44.18090338800294,3.62973814094888,Lozère,canicule,green
49.00196698547739,3.034630314718357,Seine-et-Marne,vent,green
49.00196698547739,3.034630314718357,Seine-et-Marne,crues,green
49.00196698547739,3.034630314718357,Seine-et-Marne,orages,green
49.00196698547739,3.034630314718357,Seine-et-Marne,pluie,green
49.00196698547739,3.034630314718357,Seine-et-Marne,neige/verglas,green
49.00196698547739,3.034630314718357,Seine-et-Marne,canicule,green
47.0178073050904,-1.3237327000109058,Vendée,vent,green
47.0178073050904,-1.3237327000109058,Vendée,crues,green
47.0178073050904,-1.3237327000109058,Vendée,orages,yellow
47.0178073050904,-1.3237327000109058,Vendée,orages,green
47.0178073050904,-1.3237327000109058,Vendée,pluie,green
47.0178073050904,-1.3237327000109058,Vendée,neige/verglas,green
47.0178073050904,-1.3237327000109058,Vendée,canicule,green
48.08576666476791,-1.5219626586763342,Ille-et-Vilaine,vent,green
48.08576666476791,-1.5219626586763342,Ille-et-Vilaine,crues,green
48.08576666476791,-1.5219626586763342,Ille-et-Vilaine,orages,green
48.08576666476791,-1.5219626586763342,Ille-et-Vilaine,pluie,green
48.08576666476791,-1.5219626586763342,Ille-et-Vilaine,neige/verglas,green
48.08576666476791,-1.5219626586763342,Ille-et-Vilaine,canicule,green
46.46355044558831,-1.4639470652879023,Vendée,vent,green
46.46355044558831,-1.4639470652879023,Vendée,crues,green
46.46355044558831,-1.4639470652879023,Vendée,orages,yellow
46.46355044558831,-1.4639470652879023,Vendée,orages,green
46.46355044558831,-1.4639470652879023,Vendée,pluie,green
46.46355044558831,-1.4639470652879023,Vendée,neige/verglas,green
46.46355044558831,-1.4639470652879023,Vendée,canicule,green
45.284193512648194,-0.2789997052042281,Charente-Maritime,vent,green
45.284193512648194,-0.2789997052042281,Charente-Maritime,crues,green
45.284193512648194,-0.2789997052042281,Charente-Maritime,orages,green
45.284193512648194,-0.2789997052042281,Charente-Maritime,pluie,green
45.284193512648194,-0.2789997052042281,Charente-Maritime,neige/verglas,green
45.284193512648194,-0.2789997052042281,Charente-Maritime,canicule,green
48.62330564318243,3.4203430665653185,Seine-et-Marne,vent,green
48.62330564318243,3.4203430665653185,Seine-et-Marne,crues,green
48.62330564318243,3.4203430665653185,Seine-et-Marne,orages,green
48.62330564318243,3.4203430665653185,Seine-et-Marne,pluie,green
48.62330564318243,3.4203430665653185,Seine-et-Marne,neige/verglas,green
48.62330564318243,3.4203430665653185,Seine-et-Marne,canicule,green
43.73999110614419,2.691079898746078,Tarn,vent,green
43.73999110614419,2.691079898746078,Tarn,crues,green
43.73999110614419,2.691079898746078,Tarn,orages,green
43.73999110614419,2.691079898746078,Tarn,pluie,green
43.73999110614419,2.691079898746078,Tarn,neige/verglas,green
43.73999110614419,2.691079898746078,Tarn,canicule,green
49.31307175089531,-1.5169166401258094,Manche,vent,green
49.31307175089531,-1.5169166401258094,Manche,crues,green
49.31307175089531,-1.5169166401258094,Manche,orages,green
49.31307175089531,-1.5169166401258094,Manche,pluie,green
49.31307175089531,-1.5169166401258094,Manche,neige/verglas,green
49.31307175089531,-1.5169166401258094,Manche,canicule,green
44.44926947251124,6.33964393857772,Alpes-de-Haute-Provence,vent,green
44.44926947251124,6.33964393857772,Alpes-de-Haute-Provence,crues,green
44.44926947251124,6.33964393857772,Alpes-de-Haute-Provence,orages,green
44.44926947251124,6.33964393857772,Alpes-de-Haute-Provence,pluie,green
44.44926947251124,6.33964393857772,Alpes-de-Haute-Provence,neige/verglas,green
44.44926947251124,6.33964393857772,Alpes-de-Haute-Provence,canicule,green
47.07046764052201,3.8117844846602607,Nièvre,vent,green
47.07046764052201,3.8117844846602607,Nièvre,crues,green
47.07046764052201,3.8117844846602607,Nièvre,orages,green
47.07046764052201,3.8117844846602607,Nièvre,pluie,green
47.07046764052201,3.8117844846602607,Nièvre,neige/verglas,green
47.07046764052201,3.8117844846602607,Nièvre,canicule,green
49.53435842003476,4.513164981830555,Ardennes,vent,green
49.53435842003476,4.513164981830555,Ardennes,crues,green
49.53435842003476,4.513164981830555,Ardennes,orages,green
49.53435842003476,4.513164981830555,Ardennes,pluie,green
49.53435842003476,4.513164981830555,Ardennes,neige/verglas,green
49.53435842003476,4.513164981830555,Ardennes,canicule,green
45.84094998880504,-1.1059666033268334,Charente-Maritime,vent,green
45.84094998880504,-1.1059666033268334,Charente-Maritime,crues,green
45.84094998880504,-1.1059666033268334,Charente-Maritime,orages,green
